policy_id,policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density,make,is_claim,segment,model,fuel_type,max_torque,max_power,engine_type,airbags,is_esc,is_adjustable_steering,is_tpms,is_parking_sensors,is_parking_camera,rear_brakes_type,displacement,cylinder,transmission_type,gear_box,steering_type,turning_radius,Length,width,height,Gross_weight,is_front_fog_lights,is_rear_window_wiper,is_rear_window_washer,is_rear_window_defogger,is_brake_assist,is_power_door_locks,is_central_locking,is_power_steering,is_driver_seat_height_adjustable,is_day_night_rear_view_mirror,is_ecw,is_speed_alert,ncap_rating
ID14007,0.706170407,0.05,0.451923077,C8,8794,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14008,1.038787096,0.04,0.682692308,C8,8794,1,0,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2,No,No,No,Yes,No,Drum,998,3,Manual,5,Power,4.7,(mm)3655,1620(mm),1675,1340KG,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2
ID14009,0.07802221,0.14,0.403846154,C1,4990,5,0,C1,M9,Diesel,200Nm@1750rpm,97.89bhp@3600rpm,i-DTEC,2,No,Yes,No,Yes,Yes,Drum,1498,4,Manual,5,Electric,4.9,(mm)3995,1695(mm),1501,1051KG,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4
ID14010,0.374239316,0.02,0.413461538,C2,27003,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14011,0.904163675,0.01,0.394230769,C2,27003,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID14012,0.720885109,0.12,0.586538462,C14,7788,1,1,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14013,0.088656888,0,0.471153846,C2,27003,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID14014,0.894621921,0.19,0.326923077,C13,5410,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID14015,1.244078778,0.14,0.288461538,C2,27003,5,0,C1,M9,Diesel,200Nm@1750rpm,97.89bhp@3600rpm,i-DTEC,2,No,Yes,No,Yes,Yes,Drum,1498,4,Manual,5,Electric,4.9,(mm)3995,1695(mm),1501,1051KG,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4
ID14016,1.040717958,0.09,0.461538462,C5,34738,1,0,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.85,(mm)3990,1745(mm),1500,1410KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
ID14017,1.208570429,0.16,0.480769231,C8,8794,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID14018,0.511427727,0.08,0.576923077,C5,34738,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14019,0.031960466,0.05,0.423076923,C16,16206,5,0,C1,M9,Diesel,200Nm@1750rpm,97.89bhp@3600rpm,i-DTEC,2,No,Yes,No,Yes,Yes,Drum,1498,4,Manual,5,Electric,4.9,(mm)3995,1695(mm),1501,1051KG,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4
ID14020,1.083384125,0.04,0.509615385,C8,8794,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID14021,0.665318368,0.02,0.317307692,C14,7788,1,0,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2,No,No,No,Yes,No,Drum,998,3,Manual,5,Power,4.7,(mm)3655,1620(mm),1675,1340KG,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2
ID14022,0.155270882,0.08,0.365384615,C14,7788,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14023,0.562724055,0.1,0.730769231,C8,8794,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14024,0.16237406,0.03,0.413461538,C13,5410,1,0,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2,No,No,No,Yes,No,Drum,998,3,Manual,5,Power,4.7,(mm)3655,1620(mm),1675,1340KG,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2
ID14025,1.223598188,0.12,0.346153846,C8,8794,2,0,A,M3,Petrol,91Nm@4250rpm,67.06bhp@5500rpm,1.0 SCe,2,No,No,No,No,Yes,Drum,999,3,Automatic,5,Electric,5,(mm)3731,1579(mm),1490,1155KG,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,2
ID14026,0.542253198,0.13,0.355769231,C2,27003,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14027,0.355603853,0.04,0.548076923,C6,13051,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14028,1.06498954,0.07,0.471153846,C8,8794,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID14029,0.611746544,0.1,0.403846154,C9,17804,1,0,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.85,(mm)3990,1745(mm),1500,1410KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
ID14030,0.682553261,0,0.490384615,C9,17804,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14031,0.304870552,0.09,0.451923077,C2,27003,1,0,Utility,M10,CNG,85Nm@3000rpm,61.68bhp@6000rpm,G12B,1,No,No,No,Yes,No,Drum,1196,4,Manual,5,Manual,4.5,(mm)3675,1475(mm),1825,1510KG,No,No,No,No,No,No,No,No,No,No,No,Yes,0
ID14032,0.574753085,0.17,0.5,C14,7788,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID14033,0.501094286,0.04,0.596153846,C2,27003,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID14034,1.023409467,0.1,0.413461538,C12,34791,1,0,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.85,(mm)3990,1745(mm),1500,1410KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
ID14035,0.110176227,0.01,0.538461538,C7,6112,1,0,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2,No,No,No,Yes,No,Drum,998,3,Manual,5,Power,4.7,(mm)3655,1620(mm),1675,1340KG,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2
ID14036,1.160114754,0.06,0.317307692,C2,27003,3,1,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID14037,0.900644374,0.04,0.519230769,C8,8794,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID14038,1.120849299,0.08,0.490384615,C5,34738,1,1,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14039,0.639103466,0.14,0.701923077,C8,8794,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID14040,0.34876962,0.1,0.490384615,C8,8794,1,0,C1,M2,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K12N Dualjet,2,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.8,(mm)3995,1735(mm),1515,1335KG,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14041,0.051576571,0.03,0.557692308,C3,4076,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID14042,0.622146285,0.19,0.596153846,C8,8794,1,0,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.85,(mm)3990,1745(mm),1500,1410KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
ID14043,0.348347102,0.04,0.375,C3,4076,1,0,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2,No,No,No,Yes,No,Drum,998,3,Manual,5,Power,4.7,(mm)3655,1620(mm),1675,1340KG,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2
ID14044,0.339277393,0.01,0.692307692,C3,4076,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14045,1.071598332,0.19,0.615384615,C9,17804,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14046,0.472117058,0.04,0.721153846,C8,8794,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14047,0.320123673,0,0.298076923,C8,8794,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14048,0.584621368,0.15,0.471153846,C8,8794,4,0,C1,M11,Petrol,170Nm@4000rpm,118.36bhp@5500rpm,1.5 Turbocharged Revotron,2,Yes,No,No,Yes,Yes,Drum,1199,3,Manual,6,Power,5.1,(mm)3993,1811(mm),1606,1660KG,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5
ID14049,0.421549474,0.14,0.442307692,C8,8794,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14050,0.770335056,0.17,0.307692308,C5,34738,5,0,C1,M9,Diesel,200Nm@1750rpm,97.89bhp@3600rpm,i-DTEC,2,No,Yes,No,Yes,Yes,Drum,1498,4,Manual,5,Electric,4.9,(mm)3995,1695(mm),1501,1051KG,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4
ID14051,0.967160924,0.01,0.365384615,C7,6112,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID14052,0.03631984,0.02,0.413461538,C3,4076,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID14053,0.049677324,0.06,0.528846154,C9,17804,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID14054,0.087428032,0.02,0.288461538,C9,17804,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID14055,0.08638878,0.07,0.298076923,C8,8794,1,0,Utility,M10,CNG,85Nm@3000rpm,61.68bhp@6000rpm,G12B,1,No,No,No,Yes,No,Drum,1196,4,Manual,5,Manual,4.5,(mm)3675,1475(mm),1825,1510KG,No,No,No,No,No,No,No,No,No,No,No,Yes,0
ID14056,0.081811886,0,0.451923077,C8,8794,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID14057,0.981525198,0,0.365384615,C2,27003,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID14058,1.036517987,0.1,0.413461538,C8,8794,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID14059,1.055511024,0.12,0.403846154,C14,7788,1,0,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.85,(mm)3990,1745(mm),1500,1410KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
ID14060,1.063829858,0.13,0.403846154,C14,7788,1,0,C1,M2,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K12N Dualjet,2,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.8,(mm)3995,1735(mm),1515,1335KG,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14061,0.412731833,0.18,0.451923077,C8,8794,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14062,0.973960719,0.02,0.326923077,C4,21622,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID14063,0.684960042,0,0.586538462,C8,8794,1,1,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14064,1.111454596,0.04,0.365384615,C17,65567,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID14065,0.585492346,0.02,0.346153846,C14,7788,1,0,C1,M2,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K12N Dualjet,2,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.8,(mm)3995,1735(mm),1515,1335KG,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14066,0.043230089,0.01,0.5,C5,34738,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID14067,0.690714868,0.03,0.461538462,C14,7788,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID14068,0.166808241,0,0.423076923,C3,4076,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID14069,0.469976169,0.04,0.471153846,C10,73430,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14070,0.711334505,0.03,0.75,C9,17804,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID14071,1.195016644,0.13,0.403846154,C10,73430,1,0,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2,No,No,No,Yes,No,Drum,998,3,Manual,5,Power,4.7,(mm)3655,1620(mm),1675,1340KG,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2
ID14072,1.188012816,0.07,0.538461538,C3,4076,1,0,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K Series Engine,6,Yes,Yes,No,Yes,Yes,Drum,1197,4,Automatic,5,Electric,4.85,(mm)3990,1745(mm),1500,1410KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
ID14073,0.060154434,0.14,0.288461538,C2,27003,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14074,0.086742712,0.06,0.442307692,C7,6112,3,0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6,Yes,Yes,Yes,Yes,Yes,Disc,1493,4,Automatic,6,Power,5.2,(mm)4300,1790(mm),1635,1720KG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3
ID14075,1.12738989,0.12,0.557692308,C8,8794,1,1,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14076,0.856052335,0.09,0.403846154,C5,34738,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14077,0.293263425,0.01,0.528846154,C3,4076,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID14078,0.090920518,0.07,0.326923077,C3,4076,5,0,C1,M9,Diesel,200Nm@1750rpm,97.89bhp@3600rpm,i-DTEC,2,No,Yes,No,Yes,Yes,Drum,1498,4,Manual,5,Electric,4.9,(mm)3995,1695(mm),1501,1051KG,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4
ID14079,0.917867749,0.13,0.365384615,C2,27003,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14080,0.167305913,0.06,0.384615385,C5,34738,1,0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2,No,Yes,No,Yes,No,Drum,1197,4,Manual,5,Electric,4.8,(mm)3845,1735(mm),1530,1335KG,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2
ID14081,0.564679864,0.02,0.317307692,C13,5410,5,0,C1,M9,Diesel,200Nm@1750rpm,97.89bhp@3600rpm,i-DTEC,2,No,Yes,No,Yes,Yes,Drum,1498,4,Manual,5,Electric,4.9,(mm)3995,1695(mm),1501,1051KG,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4
ID14082,0.03017881,0,0.403846154,C2,27003,1,0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2,No,No,No,Yes,No,Drum,796,3,Manual,5,Power,4.6,(mm)3445,1515(mm),1475,1185KG,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0
ID14083,0.010928609,0,0.538461538,C9,17804,2,0,A,M3,Petrol,91Nm@4250rpm,67.06bhp@5500rpm,1.0 SCe,2,No,No,No,No,Yes,Drum,999,3,Automatic,5,Electric,5,(mm)3731,1579(mm),1490,1155KG,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,2
